Date,"Close Price"
"2015-01-31 00:00:00",226.5
"2015-01-31 00:01:00",226.13
"2015-01-31 00:02:00",226.12
"2015-01-31 00:03:00",225.95
"2015-01-31 00:04:00",225.43
"2015-01-31 00:05:00",226.14
"2015-01-31 00:06:00",226.42
"2015-01-31 00:07:00",226.36
"2015-01-31 00:08:00",226.34
"2015-01-31 00:09:00",226.39
"2015-01-31 00:10:00",226.3
"2015-01-31 00:11:00",226.04
"2015-01-31 00:12:00",225.7
"2015-01-31 00:13:00",225.51
"2015-01-31 00:14:00",225.47
"2015-01-31 00:15:00",225.09
"2015-01-31 00:16:00",225.13
"2015-01-31 00:17:00",225.16
"2015-01-31 00:18:00",225.32
"2015-01-31 00:19:00",225.39
"2015-01-31 00:20:00",225.64
"2015-01-31 00:21:00",225.58
"2015-01-31 00:22:00",225.55
"2015-01-31 00:23:00",225.67
"2015-01-31 00:24:00",225.44
"2015-01-31 00:25:00",225.46
"2015-01-31 00:26:00",225.57
"2015-01-31 00:27:00",225.52
"2015-01-31 00:28:00",225.53
"2015-01-31 00:29:00",225.65
"2015-01-31 00:30:00",225.92
"2015-01-31 00:31:00",226.34
"2015-01-31 00:32:00",226.87
"2015-01-31 00:33:00",227.39
"2015-01-31 00:34:00",227.4
"2015-01-31 00:35:00",227.28
"2015-01-31 00:36:00",227.4
"2015-01-31 00:37:00",227.49
"2015-01-31 00:38:00",227.69
"2015-01-31 00:39:00",227.94
"2015-01-31 00:40:00",227.97
"2015-01-31 00:41:00",228.16
"2015-01-31 00:42:00",228.15
"2015-01-31 00:43:00",228.18
"2015-01-31 00:44:00",228.2
"2015-01-31 00:45:00",228.22
"2015-01-31 00:46:00",228.23
"2015-01-31 00:47:00",228.15
"2015-01-31 00:48:00",228.23
"2015-01-31 00:49:00",228.18
"2015-01-31 00:50:00",228.23
"2015-01-31 00:51:00",227.56
"2015-01-31 00:52:00",228.16
"2015-01-31 00:53:00",228.11
"2015-01-31 00:54:00",228.13
"2015-01-31 00:55:00",228.08
"2015-01-31 00:56:00",227.47
"2015-01-31 00:57:00",228.1
"2015-01-31 00:58:00",228.3
"2015-01-31 00:59:00",228.24
"2015-01-31 01:00:00",228.34
"2015-01-31 01:01:00",227.98
"2015-01-31 01:02:00",227.76
"2015-01-31 01:03:00",227.53
"2015-01-31 01:04:00",227.68
"2015-01-31 01:05:00",227.58
"2015-01-31 01:06:00",227.82
"2015-01-31 01:07:00",227.74
"2015-01-31 01:08:00",227.69
"2015-01-31 01:09:00",227.71
"2015-01-31 01:10:00",227.69
"2015-01-31 01:11:00",227.73
"2015-01-31 01:12:00",227.83
"2015-01-31 01:13:00",227.68
"2015-01-31 01:14:00",227.62
"2015-01-31 01:15:00",227.56
"2015-01-31 01:16:00",227.77
"2015-01-31 01:17:00",227.85
"2015-01-31 01:18:00",228.02
"2015-01-31 01:19:00",228.13
"2015-01-31 01:20:00",227.99
"2015-01-31 01:21:00",228.1
"2015-01-31 01:22:00",227.48
"2015-01-31 01:23:00",228.31
"2015-01-31 01:24:00",228.5
"2015-01-31 01:25:00",228.62
"2015-01-31 01:26:00",228.6
"2015-01-31 01:27:00",228.59
"2015-01-31 01:28:00",228.71
"2015-01-31 01:29:00",228.85
"2015-01-31 01:30:00",228.8
"2015-01-31 01:31:00",228.75
"2015-01-31 01:32:00",228.8
"2015-01-31 01:33:00",228.81
"2015-01-31 01:34:00",228.8
"2015-01-31 01:35:00",228.78
"2015-01-31 01:36:00",228.82
"2015-01-31 01:37:00",228.81
"2015-01-31 01:38:00",228.76
"2015-01-31 01:39:00",228.44
"2015-01-31 01:40:00",228.29
"2015-01-31 01:41:00",228.09
"2015-01-31 01:42:00",228.07
"2015-01-31 01:43:00",227.77
"2015-01-31 01:44:00",227.73
"2015-01-31 01:45:00",227.69
"2015-01-31 01:46:00",227.68
"2015-01-31 01:47:00",227.69
"2015-01-31 01:48:00",227.69
"2015-01-31 01:49:00",227.82
"2015-01-31 01:50:00",227.87
"2015-01-31 01:51:00",227.85
"2015-01-31 01:52:00",226.98
"2015-01-31 01:53:00",227.85
"2015-01-31 01:54:00",227.69
"2015-01-31 01:55:00",227.68
"2015-01-31 01:56:00",227.64
"2015-01-31 01:57:00",227.8
"2015-01-31 01:58:00",227.57
"2015-01-31 01:59:00",227.59
"2015-01-31 02:00:00",227.87
"2015-01-31 02:01:00",227.94
"2015-01-31 02:02:00",227.92
"2015-01-31 02:03:00",227.13
"2015-01-31 02:04:00",227.96
"2015-01-31 02:05:00",228.04
"2015-01-31 02:06:00",228.07
"2015-01-31 02:07:00",228.2
"2015-01-31 02:08:00",227.39
"2015-01-31 02:09:00",228.34
"2015-01-31 02:10:00",228.5
"2015-01-31 02:11:00",228.51
"2015-01-31 02:12:00",228.5
"2015-01-31 02:13:00",228.26
"2015-01-31 02:14:00",228.43
"2015-01-31 02:15:00",228.58
"2015-01-31 02:16:00",228.5
"2015-01-31 02:17:00",228.58
"2015-01-31 02:18:00",228.64
"2015-01-31 02:19:00",228.55
"2015-01-31 02:20:00",228.56
"2015-01-31 02:21:00",228.61
"2015-01-31 02:22:00",228.71
"2015-01-31 02:23:00",228.64
"2015-01-31 02:24:00",228.17
"2015-01-31 02:25:00",227.29
"2015-01-31 02:26:00",227.14
"2015-01-31 02:27:00",226.74
"2015-01-31 02:28:00",226.84
"2015-01-31 02:29:00",226.96
"2015-01-31 02:30:00",226.67
"2015-01-31 02:31:00",226.62
"2015-01-31 02:32:00",226.59
"2015-01-31 02:33:00",226.16
"2015-01-31 02:34:00",226.11
"2015-01-31 02:35:00",225.8
"2015-01-31 02:36:00",225.52
"2015-01-31 02:37:00",225.37
"2015-01-31 02:38:00",226.28
"2015-01-31 02:39:00",226.15
"2015-01-31 02:40:00",226.15
"2015-01-31 02:41:00",226.39
"2015-01-31 02:42:00",226.28
"2015-01-31 02:43:00",226.29
"2015-01-31 02:44:00",225.76
"2015-01-31 02:45:00",226.41
"2015-01-31 02:46:00",226.36
"2015-01-31 02:47:00",226.41
"2015-01-31 02:48:00",226.58
"2015-01-31 02:49:00",226.63
"2015-01-31 02:50:00",226.6
"2015-01-31 02:51:00",226.6
"2015-01-31 02:52:00",226.56
"2015-01-31 02:53:00",226.58
"2015-01-31 02:54:00",226.64
"2015-01-31 02:55:00",226.68
"2015-01-31 02:56:00",226.73
"2015-01-31 02:57:00",226.67
"2015-01-31 02:58:00",226.66
"2015-01-31 02:59:00",226.78
"2015-01-31 03:00:00",226.55
"2015-01-31 03:01:00",226.54
"2015-01-31 03:02:00",226.47
"2015-01-31 03:03:00",226.31
"2015-01-31 03:04:00",226.27
"2015-01-31 03:05:00",226.35
"2015-01-31 03:06:00",226.36
"2015-01-31 03:07:00",226.42
"2015-01-31 03:08:00",226.31
"2015-01-31 03:09:00",226.34
"2015-01-31 03:10:00",226.42
"2015-01-31 03:11:00",226.8
"2015-01-31 03:12:00",226.88
"2015-01-31 03:13:00",227.21
"2015-01-31 03:14:00",227.31
"2015-01-31 03:15:00",227.26
"2015-01-31 03:16:00",227.18
"2015-01-31 03:17:00",227.12
"2015-01-31 03:18:00",227.09
"2015-01-31 03:19:00",227.29
"2015-01-31 03:20:00",227.42
"2015-01-31 03:21:00",227.5
"2015-01-31 03:22:00",227.5
"2015-01-31 03:23:00",227.44
"2015-01-31 03:24:00",227.28
"2015-01-31 03:25:00",227.37
"2015-01-31 03:26:00",227.35
"2015-01-31 03:27:00",227.27
"2015-01-31 03:28:00",227.32
"2015-01-31 03:29:00",227.14
"2015-01-31 03:30:00",227.06
"2015-01-31 03:31:00",227.22
"2015-01-31 03:32:00",227.24
"2015-01-31 03:33:00",227.12
"2015-01-31 03:34:00",227.18
"2015-01-31 03:35:00",227.2
"2015-01-31 03:36:00",227.33
"2015-01-31 03:37:00",227.14
"2015-01-31 03:38:00",227.14
"2015-01-31 03:39:00",226.95
"2015-01-31 03:40:00",226.86
"2015-01-31 03:41:00",226.99
"2015-01-31 03:42:00",226.99
"2015-01-31 03:43:00",227.05
"2015-01-31 03:44:00",226.89
"2015-01-31 03:45:00",226.97
"2015-01-31 03:46:00",226.85
"2015-01-31 03:47:00",226.85
"2015-01-31 03:48:00",226.88
"2015-01-31 03:49:00",226.91
"2015-01-31 03:50:00",226.73
"2015-01-31 03:51:00",226.74
"2015-01-31 03:52:00",226.71
"2015-01-31 03:53:00",226.83
"2015-01-31 03:54:00",226.8
"2015-01-31 03:55:00",226.82
"2015-01-31 03:56:00",226.76
"2015-01-31 03:57:00",226.75
"2015-01-31 03:58:00",226.67
"2015-01-31 03:59:00",226.72
"2015-01-31 04:00:00",226.94
"2015-01-31 04:01:00",227.2
"2015-01-31 04:02:00",227.45
"2015-01-31 04:03:00",228.1
"2015-01-31 04:04:00",227.91
"2015-01-31 04:05:00",227.8
"2015-01-31 04:06:00",227.73
"2015-01-31 04:07:00",227.6
"2015-01-31 04:08:00",227.56
"2015-01-31 04:09:00",227.62
"2015-01-31 04:10:00",227.61
"2015-01-31 04:11:00",227.35
"2015-01-31 04:12:00",227.28
"2015-01-31 04:13:00",227.01
"2015-01-31 04:14:00",226.35
"2015-01-31 04:15:00",226.32
"2015-01-31 04:16:00",226.44
"2015-01-31 04:17:00",226.34
"2015-01-31 04:18:00",226.24
"2015-01-31 04:19:00",226.22
"2015-01-31 04:20:00",226.05
"2015-01-31 04:21:00",226.2
"2015-01-31 04:22:00",226.31
"2015-01-31 04:23:00",226.31
"2015-01-31 04:24:00",226.29
"2015-01-31 04:25:00",226.21
"2015-01-31 04:26:00",226.23
"2015-01-31 04:27:00",226.23
"2015-01-31 04:28:00",226.23
"2015-01-31 04:29:00",226.34
"2015-01-31 04:30:00",226.42
"2015-01-31 04:31:00",226.53
"2015-01-31 04:32:00",226.58
"2015-01-31 04:33:00",226.63
"2015-01-31 04:34:00",226.46
"2015-01-31 04:35:00",226.5
"2015-01-31 04:36:00",226.29
"2015-01-31 04:37:00",226.18
"2015-01-31 04:38:00",225.82
"2015-01-31 04:39:00",225.43
"2015-01-31 04:40:00",225.6
"2015-01-31 04:41:00",225.83
"2015-01-31 04:42:00",225.67
"2015-01-31 04:43:00",225.77
"2015-01-31 04:44:00",225.7
"2015-01-31 04:45:00",225.94
"2015-01-31 04:46:00",225.9
"2015-01-31 04:47:00",225.99
"2015-01-31 04:48:00",226
"2015-01-31 04:49:00",226.08
"2015-01-31 04:50:00",225.82
"2015-01-31 04:51:00",225.81
"2015-01-31 04:52:00",225.95
"2015-01-31 04:53:00",226.04
"2015-01-31 04:54:00",225.85
"2015-01-31 04:55:00",225.9
"2015-01-31 04:56:00",225.91
"2015-01-31 04:57:00",225.96
"2015-01-31 04:58:00",226.06
"2015-01-31 04:59:00",226.01
"2015-01-31 05:00:00",225.98
"2015-01-31 05:01:00",226
"2015-01-31 05:02:00",225.98
"2015-01-31 05:03:00",226.11
"2015-01-31 05:04:00",225.98
"2015-01-31 05:05:00",225.95
"2015-01-31 05:06:00",226
"2015-01-31 05:07:00",226.02
"2015-01-31 05:08:00",226.11
"2015-01-31 05:09:00",226.12
"2015-01-31 05:10:00",226.08
"2015-01-31 05:11:00",226.17
"2015-01-31 05:12:00",226.09
"2015-01-31 05:13:00",226.04
"2015-01-31 05:14:00",226.24
"2015-01-31 05:15:00",226.1
"2015-01-31 05:16:00",226.09
"2015-01-31 05:17:00",226.14
"2015-01-31 05:18:00",226.25
"2015-01-31 05:19:00",226.24
"2015-01-31 05:20:00",226.13
"2015-01-31 05:21:00",226.17
"2015-01-31 05:22:00",226.25
"2015-01-31 05:23:00",226.29
"2015-01-31 05:24:00",226.22
"2015-01-31 05:25:00",226.2
"2015-01-31 05:26:00",226.17
"2015-01-31 05:27:00",226.29
"2015-01-31 05:28:00",226.3
"2015-01-31 05:29:00",226.24
"2015-01-31 05:30:00",226.23
"2015-01-31 05:31:00",226.19
"2015-01-31 05:32:00",226.18
"2015-01-31 05:33:00",226.25
"2015-01-31 05:34:00",226.32
"2015-01-31 05:35:00",226.18
"2015-01-31 05:36:00",226.18
"2015-01-31 05:37:00",226.21
"2015-01-31 05:38:00",226.21
"2015-01-31 05:39:00",226.51
"2015-01-31 05:40:00",226.73
"2015-01-31 05:41:00",226.6
"2015-01-31 05:42:00",226.56
"2015-01-31 05:43:00",226.57
"2015-01-31 05:44:00",226.56
"2015-01-31 05:45:00",226.82
"2015-01-31 05:46:00",226.79
"2015-01-31 05:47:00",226.92
"2015-01-31 05:48:00",226.82
"2015-01-31 05:49:00",226.92
"2015-01-31 05:50:00",227.17
"2015-01-31 05:51:00",227.06
"2015-01-31 05:52:00",227.09
"2015-01-31 05:53:00",227.07
"2015-01-31 05:54:00",227.03
"2015-01-31 05:55:00",227.06
"2015-01-31 05:56:00",227.13
"2015-01-31 05:57:00",227.05
"2015-01-31 05:58:00",226.92
"2015-01-31 05:59:00",226.93
"2015-01-31 06:00:00",226.88
"2015-01-31 06:01:00",226.9
"2015-01-31 06:02:00",226.88
"2015-01-31 06:03:00",226.92
"2015-01-31 06:04:00",227.01
"2015-01-31 06:05:00",226.86
"2015-01-31 06:06:00",226.93
"2015-01-31 06:07:00",226.91
"2015-01-31 06:08:00",227.01
"2015-01-31 06:09:00",227.04
"2015-01-31 06:10:00",226.95
"2015-01-31 06:11:00",226.9
"2015-01-31 06:12:00",227.02
"2015-01-31 06:13:00",227.11
"2015-01-31 06:14:00",227.17
"2015-01-31 06:15:00",227.19
"2015-01-31 06:16:00",227.11
"2015-01-31 06:17:00",227.15
"2015-01-31 06:18:00",227.11
"2015-01-31 06:19:00",227.12
"2015-01-31 06:20:00",227.17
"2015-01-31 06:21:00",227.27
"2015-01-31 06:22:00",227.34
"2015-01-31 06:23:00",227.19
"2015-01-31 06:24:00",227.14
"2015-01-31 06:25:00",226.92
"2015-01-31 06:26:00",226.84
"2015-01-31 06:27:00",226.9
"2015-01-31 06:28:00",226.95
"2015-01-31 06:29:00",227.01
"2015-01-31 06:30:00",226.85
"2015-01-31 06:31:00",226.87
"2015-01-31 06:32:00",226.9
"2015-01-31 06:33:00",226.93
"2015-01-31 06:34:00",226.99
"2015-01-31 06:35:00",227
"2015-01-31 06:36:00",227.09
"2015-01-31 06:37:00",226.99
"2015-01-31 06:38:00",227.02
"2015-01-31 06:39:00",227.06
"2015-01-31 06:40:00",227.24
"2015-01-31 06:41:00",227.38
"2015-01-31 06:42:00",227.46
"2015-01-31 06:43:00",227.29
"2015-01-31 06:44:00",227.25
"2015-01-31 06:45:00",227.35
"2015-01-31 06:46:00",227.3
"2015-01-31 06:47:00",227.36
"2015-01-31 06:48:00",227.25
"2015-01-31 06:49:00",227.24
"2015-01-31 06:50:00",227.16
"2015-01-31 06:51:00",227.3
"2015-01-31 06:52:00",227.49
"2015-01-31 06:53:00",227.42
"2015-01-31 06:54:00",227.42
"2015-01-31 06:55:00",227.45
"2015-01-31 06:56:00",227.7
"2015-01-31 06:57:00",227.62
"2015-01-31 06:58:00",227.44
"2015-01-31 06:59:00",227.56
"2015-01-31 07:00:00",227.36
"2015-01-31 07:01:00",227.46
"2015-01-31 07:02:00",227.17
"2015-01-31 07:03:00",227.18
"2015-01-31 07:04:00",226.88
"2015-01-31 07:05:00",226.88
"2015-01-31 07:06:00",226.85
"2015-01-31 07:07:00",226.91
"2015-01-31 07:08:00",226.86
"2015-01-31 07:09:00",226.86
"2015-01-31 07:10:00",226.93
"2015-01-31 07:11:00",227.1
"2015-01-31 07:12:00",227.09
"2015-01-31 07:13:00",227.19
"2015-01-31 07:14:00",227.27
"2015-01-31 07:15:00",227.27
"2015-01-31 07:16:00",227.25
"2015-01-31 07:17:00",227.4
"2015-01-31 07:18:00",227.37
"2015-01-31 07:19:00",227.53
"2015-01-31 07:20:00",227.64
"2015-01-31 07:21:00",227.55
"2015-01-31 07:22:00",227.55
"2015-01-31 07:23:00",227.36
"2015-01-31 07:24:00",227.39
"2015-01-31 07:25:00",227.32
"2015-01-31 07:26:00",227.18
"2015-01-31 07:27:00",227.29
"2015-01-31 07:28:00",227.26
"2015-01-31 07:29:00",227.27
"2015-01-31 07:30:00",227.39
"2015-01-31 07:31:00",227.39
"2015-01-31 07:32:00",227.42
"2015-01-31 07:33:00",227.51
"2015-01-31 07:34:00",227.91
"2015-01-31 07:35:00",228.16
"2015-01-31 07:36:00",228.59
"2015-01-31 07:37:00",229.21
"2015-01-31 07:38:00",230.07
"2015-01-31 07:39:00",230.25
"2015-01-31 07:40:00",230.25
"2015-01-31 07:41:00",229.92
"2015-01-31 07:42:00",229.75
"2015-01-31 07:43:00",229.65
"2015-01-31 07:44:00",229.85
"2015-01-31 07:45:00",230.36
"2015-01-31 07:46:00",230.24
"2015-01-31 07:47:00",229.91
"2015-01-31 07:48:00",229.73
"2015-01-31 07:49:00",229.78
"2015-01-31 07:50:00",229.74
"2015-01-31 07:51:00",229.97
"2015-01-31 07:52:00",230.08
"2015-01-31 07:53:00",230.2
"2015-01-31 07:54:00",230.71
"2015-01-31 07:55:00",231.47
"2015-01-31 07:56:00",231.94
"2015-01-31 07:57:00",231.29
"2015-01-31 07:58:00",231.52
"2015-01-31 07:59:00",231.35
"2015-01-31 08:00:00",231.28
"2015-01-31 08:01:00",231.38
"2015-01-31 08:02:00",231.14
"2015-01-31 08:03:00",230.74
"2015-01-31 08:04:00",230.65
"2015-01-31 08:05:00",230.44
"2015-01-31 08:06:00",230.26
"2015-01-31 08:07:00",230.06
"2015-01-31 08:08:00",230.04
"2015-01-31 08:09:00",230.22
"2015-01-31 08:10:00",230.32
"2015-01-31 08:11:00",230.32
"2015-01-31 08:12:00",230.27
"2015-01-31 08:13:00",230.22
"2015-01-31 08:14:00",230.17
"2015-01-31 08:15:00",230
"2015-01-31 08:16:00",229.91
"2015-01-31 08:17:00",229.77
"2015-01-31 08:18:00",229.79
"2015-01-31 08:19:00",229.7
"2015-01-31 08:20:00",229.85
"2015-01-31 08:21:00",229.94
"2015-01-31 08:22:00",230.01
"2015-01-31 08:23:00",229.93
"2015-01-31 08:24:00",230.02
"2015-01-31 08:25:00",229.88
"2015-01-31 08:26:00",229.83
"2015-01-31 08:27:00",229.86
"2015-01-31 08:28:00",229.91
"2015-01-31 08:29:00",230.1
"2015-01-31 08:30:00",230
"2015-01-31 08:31:00",230.37
"2015-01-31 08:32:00",230.36
"2015-01-31 08:33:00",230.47
"2015-01-31 08:34:00",230.5
"2015-01-31 08:35:00",230.5
"2015-01-31 08:36:00",230.3
"2015-01-31 08:37:00",230.2
"2015-01-31 08:38:00",229.76
"2015-01-31 08:39:00",229.75
"2015-01-31 08:40:00",230.13
"2015-01-31 08:41:00",230.19
"2015-01-31 08:42:00",230.16
"2015-01-31 08:43:00",230.04
"2015-01-31 08:44:00",229.93
"2015-01-31 08:45:00",230.08
"2015-01-31 08:46:00",230.03
"2015-01-31 08:47:00",230.11
"2015-01-31 08:48:00",230.23
"2015-01-31 08:49:00",230.39
"2015-01-31 08:50:00",230.63
"2015-01-31 08:51:00",230.64
"2015-01-31 08:52:00",230.87
"2015-01-31 08:53:00",230.98
"2015-01-31 08:54:00",231.17
"2015-01-31 08:55:00",231.19
"2015-01-31 08:56:00",231.41
"2015-01-31 08:57:00",231.43
"2015-01-31 08:58:00",231.15
"2015-01-31 08:59:00",230.97
"2015-01-31 09:00:00",230.98
"2015-01-31 09:01:00",231.02
"2015-01-31 09:02:00",231.06
"2015-01-31 09:03:00",231.21
"2015-01-31 09:04:00",230.98
"2015-01-31 09:05:00",231.02
"2015-01-31 09:06:00",231.01
"2015-01-31 09:07:00",231.04
"2015-01-31 09:08:00",230.82
"2015-01-31 09:09:00",230.89
"2015-01-31 09:10:00",231
"2015-01-31 09:11:00",231.03
"2015-01-31 09:12:00",231.05
"2015-01-31 09:13:00",231.04
"2015-01-31 09:14:00",231.05
"2015-01-31 09:15:00",231.07
"2015-01-31 09:16:00",231.21
"2015-01-31 09:17:00",231.59
